payment_id,issuer,payment_method,amount_inr,status,error_reason,hour_of_day,day_of_month
pay_northwind_1947,Indian Bank,upi,307.84,captured,,1,4
pay_northwind_1948,Canara Bank,upi,888.02,failed,payment_cancelled,5,17
pay_northwind_1949,State Bank of India,upi,701.49,captured,,0,8
pay_northwind_1950,HDFC Bank Ltd.,upi,64.82,captured,,0,3
pay_northwind_1951,Punjab National Bank,upi,932.97,captured,,0,24
pay_northwind_1952,Axis Bank Ltd.,upi,2168.98,captured,,2,24
pay_northwind_1953,Kotak Mahindra Bank,upi,313.43,captured,,0,3
pay_northwind_1954,Fino Payments Bank Ltd.,upi,251.27,failed,credit_limit_inactive,3,14
pay_northwind_1955,HDFC Bank Ltd.,upi,2849.12,captured,,1,4
pay_northwind_1956,India Post Payments Bank Limited,upi,438.41,captured,,1,14
pay_northwind_1957,HDFC Bank Ltd.,upi,194.71,captured,,2,17
pay_northwind_1958,HDFC Bank Ltd.,card,2310.41,captured,,1,8
pay_northwind_1959,State Bank of India,upi,865.01,captured,,10,5
pay_northwind_1960,India Post Payments Bank Limited,card,84.51,captured,,4,19
pay_northwind_1961,Union Bank of India,upi,262.21,failed,collect_request_pending,5,5
pay_northwind_1962,Canara Bank,upi,164.77,captured,,23,2
pay_northwind_1963,Bank of Baroda,upi,652.64,captured,,2,16
pay_northwind_1964,State Bank of India,upi,2445.78,captured,,23,12
pay_northwind_1965,State Bank of India,card,139.48,captured,,2,8
pay_northwind_1966,State Bank of India,card,324.81,captured,,18,19
pay_northwind_1967,Bank Of India,upi,2840.96,captured,,1,28
pay_northwind_1968,Canara Bank,upi,914.07,failed,payment_session_expired,1,13
pay_northwind_1969,Union Bank of India,upi,95.57,captured,,5,28
pay_northwind_1970,State Bank of India,upi,468.48,captured,,2,8
pay_northwind_1971,State Bank of India,upi,597.96,captured,,14,4
pay_northwind_1972,Kotak Mahindra Bank,upi,2799.74,captured,,1,19
pay_northwind_1973,Union Bank of India,upi,592.71,captured,,1,23
pay_northwind_1974,Punjab National Bank,netbanking,221.94,captured,,23,9
pay_northwind_1975,Punjab National Bank,upi,530.29,failed,otp_expired,23,16
pay_northwind_1976,Punjab National Bank,upi,954.92,captured,,4,25
pay_northwind_1977,Axis Bank Ltd.,upi,747.11,captured,,23,9
pay_northwind_1978,Indusind Bank Ltd.,upi,840.9,captured,,23,19
pay_northwind_1979,HDFC Bank Ltd.,upi,854.2,captured,,22,8
pay_northwind_1980,India Post Payments Bank Limited,upi,732.82,captured,,9,6
pay_northwind_1981,UCO Bank,upi,118.29,captured,,13,10
pay_northwind_1982,Bank Of India,upi,712.96,captured,,1,21
pay_northwind_1983,HDFC Bank Ltd.,upi,646.24,captured,,5,11
pay_northwind_1984,HDFC Bank Ltd.,upi,3.15,captured,,18,17
pay_northwind_1985,Union Bank of India,upi,291.65,captured,,17,15
pay_northwind_1986,State Bank of India,upi,155.32,captured,,5,16
pay_northwind_1987,State Bank of India,upi,1768.87,captured,,23,21
pay_northwind_1988,Indian Bank,card,103.85,captured,,3,18
pay_northwind_1989,Indian Bank,upi,684.93,captured,,14,18
pay_northwind_1990,State Bank of India,upi,698.71,captured,,4,23
pay_northwind_1991,HDFC Bank Ltd.,upi,148.7,captured,,23,20
pay_northwind_1992,Union Bank of India,upi,438.11,captured,,10,1
pay_northwind_1993,Punjab National Bank,upi,184.18,captured,,0,20
pay_northwind_1994,Bank of Baroda,upi,788.78,captured,,2,12
pay_northwind_1995,Federal Bank Ltd.,upi,620.54,failed,collect_request_pending,1,1
pay_northwind_1996,ICICI Bank Ltd.,card,361.92,captured,,3,15
pay_northwind_1997,Axis Bank Ltd.,upi,2811.47,captured,,4,15
pay_northwind_1998,Axis Bank Ltd.,card,278.04,captured,,0,22
pay_northwind_1999,Bank of Maharashtra,upi,8.27,captured,,17,7
pay_northwind_2000,India Post Payments Bank Limited,upi,305.39,captured,,0,20
pay_northwind_2001,State Bank of India,upi,24.75,captured,,1,17
pay_northwind_2002,Kotak Mahindra Bank,upi,165.7,captured,,15,14
pay_northwind_2003,HDFC Bank Ltd.,upi,207.6,captured,,0,21
pay_northwind_2004,State Bank of India,upi,370.56,captured,,0,14
pay_northwind_2005,State Bank of India,upi,307.59,captured,,1,7
pay_northwind_2006,Punjab National Bank,upi,847.48,captured,,12,11
pay_northwind_2007,State Bank of India,upi,552.4,captured,,1,18
pay_northwind_2008,Canara Bank,upi,166.02,failed,vpa_resolution_failed,3,9
pay_northwind_2009,Kotak Mahindra Bank,upi,54.77,captured,,8,1
pay_northwind_2010,Central Bank of India,upi,709.48,captured,,23,4
pay_northwind_2011,Airtel Payments Bank Limited,upi,1860.09,failed,international_transaction_not_allowed,0,16
pay_northwind_2012,ICICI Bank Ltd.,upi,147.85,captured,,1,25
pay_northwind_2013,State Bank of India,upi,3489.98,captured,,0,5
pay_northwind_2014,India Post Payments Bank Limited,upi,171.6,captured,,17,20
pay_northwind_2015,HDFC Bank Ltd.,upi,2774.41,captured,,5,21
pay_northwind_2016,Federal Bank Ltd.,upi,784.9,captured,,0,23
pay_northwind_2017,Kotak Mahindra Bank,upi,113.76,captured,,13,13
pay_northwind_2018,Kotak Mahindra Bank,upi,3187.68,captured,,5,27
pay_northwind_2019,Indian Bank,upi,270.09,captured,,0,23
pay_northwind_2020,State Bank of India,card,782.5,captured,,13,8
pay_northwind_2021,State Bank of India,upi,3590.8,captured,,7,6
pay_northwind_2022,Airtel Payments Bank Limited,upi,308.06,captured,,3,17
pay_northwind_2023,Fino Payments Bank Ltd.,upi,115.58,captured,,2,19
pay_northwind_2024,State Bank of India,upi,340.14,captured,,3,18
pay_northwind_2025,HDFC Bank Ltd.,upi,785.17,captured,,4,11
pay_northwind_2026,HDFC Bank Ltd.,upi,258.24,captured,,4,1
pay_northwind_2027,Punjab National Bank,card,47.92,captured,,3,11
pay_northwind_2028,Union Bank of India,upi,82.43,captured,,3,16
pay_northwind_2029,Bank Of India,card,765.96,captured,,13,5
pay_northwind_2030,State Bank of India,upi,3453.46,captured,,1,16
pay_northwind_2031,Kotak Mahindra Bank,upi,733.69,captured,,23,2
pay_northwind_2032,State Bank of India,upi,4498.01,captured,,4,8
pay_northwind_2033,Axis Bank Ltd.,upi,25.91,captured,,4,12
pay_northwind_2034,State Bank of India,upi,672.72,captured,,4,28
pay_northwind_2035,Indian Bank,upi,506.95,captured,,9,6
pay_northwind_2036,Bank Of India,card,847.92,failed,credit_not_permitted,1,23
pay_northwind_2037,State Bank of India,upi,73.25,captured,,5,18
pay_northwind_2038,State Bank of India,upi,654.82,captured,,23,26
pay_northwind_2039,Indian Bank,upi,2378.21,captured,,5,26
pay_northwind_2040,India Post Payments Bank Limited,upi,509.44,captured,,8,27
pay_northwind_2041,Canara Bank,upi,725.28,captured,,4,18
pay_northwind_2042,Bank of Baroda,upi,17106.85,captured,,3,26
pay_northwind_2043,Bank Of India,netbanking,61.63,captured,,5,23
pay_northwind_2044,ICICI Bank Ltd.,upi,542.83,captured,,14,3
pay_northwind_2045,Canara Bank,upi,776.6,captured,,15,27
pay_northwind_2046,State Bank of India,card,433.96,captured,,2,26
pay_northwind_2047,HDFC Bank Ltd.,upi,1699.11,captured,,0,28
pay_northwind_2048,Indian Bank,upi,73.61,captured,,0,12
pay_northwind_2049,Kotak Mahindra Bank,upi,406.24,captured,,2,26
pay_northwind_2050,India Post Payments Bank Limited,upi,192.38,captured,,3,14
pay_northwind_2051,Bank of Baroda,upi,296.69,captured,,4,10
pay_northwind_2052,Airtel Payments Bank Limited,upi,661.77,captured,,23,3
pay_northwind_2053,Punjab National Bank,upi,4046.73,captured,,3,27
pay_northwind_2054,State Bank of India,upi,276.83,captured,,0,22
pay_northwind_2055,HDFC Bank Ltd.,upi,1553.1,captured,,2,3
pay_northwind_2056,Airtel Payments Bank Limited,upi,832.26,captured,,11,21
pay_northwind_2057,Federal Bank Ltd.,upi,441.04,failed,credit_limit_exceeded,12,14
pay_northwind_2058,India Post Payments Bank Limited,card,115.41,captured,,19,15
pay_northwind_2059,Airtel Payments Bank Limited,upi,920.03,captured,,23,11
pay_northwind_2060,UCO Bank,upi,1626.63,captured,,2,13
pay_northwind_2061,State Bank of India,upi,129.58,captured,,1,12
pay_northwind_2062,Union Bank of India,upi,384.54,captured,,0,3
pay_northwind_2063,India Post Payments Bank Limited,upi,397.95,captured,,3,7
pay_northwind_2064,State Bank of India,upi,909.16,failed,debit_declined,13,2
pay_northwind_2065,HDFC Bank Ltd.,upi,65.06,captured,,0,10
pay_northwind_2066,Punjab National Bank,upi,163.13,captured,,5,6
pay_northwind_2067,State Bank of India,upi,432.07,captured,,23,9
pay_northwind_2068,Indian Bank,upi,44.68,captured,,0,19
pay_northwind_2069,India Post Payments Bank Limited,upi,590.49,failed,payment_pending,4,25
pay_northwind_2070,State Bank of India,upi,789.98,captured,,14,5
pay_northwind_2071,State Bank of India,upi,177.93,captured,,3,28
pay_northwind_2072,Bank Of India,upi,329.78,failed,otp_expired,15,28
pay_northwind_2073,HDFC Bank Ltd.,upi,233.93,captured,,17,28
pay_northwind_2074,Canara Bank,upi,1160.85,captured,,0,2
pay_northwind_2075,State Bank of India,upi,136.08,failed,incorrect_otp,1,2
pay_northwind_2076,HDFC Bank Ltd.,upi,341.43,captured,,4,25
pay_northwind_2077,State Bank of India,upi,624.9,captured,,1,12
pay_northwind_2078,Axis Bank Ltd.,upi,425.67,captured,,18,11
pay_northwind_2079,Kotak Mahindra Bank,upi,683.27,failed,incorrect_pin,1,9
pay_northwind_2080,Punjab National Bank,upi,23.6,failed,otp_attempts_exceeded,13,3
pay_northwind_2081,State Bank of India,upi,947.63,captured,,5,24
pay_northwind_2082,ICICI Bank Ltd.,upi,380.88,captured,,0,28
pay_northwind_2083,India Post Payments Bank Limited,upi,18.68,captured,,15,8
pay_northwind_2084,State Bank of India,netbanking,19.07,captured,,15,25
pay_northwind_2085,Axis Bank Ltd.,upi,365.68,captured,,23,16
pay_northwind_2086,Bank of Baroda,upi,3346.59,captured,,5,6
pay_northwind_2087,Kotak Mahindra Bank,upi,675.47,captured,,16,18
pay_northwind_2088,Bank of Baroda,upi,616.17,captured,,3,23
pay_northwind_2089,Airtel Payments Bank Limited,upi,51.85,captured,,22,12
pay_northwind_2090,State Bank of India,upi,801.71,captured,,0,19
pay_northwind_2091,State Bank of India,upi,131.74,captured,,14,16
pay_northwind_2092,ICICI Bank Ltd.,upi,398.39,captured,,5,13
pay_northwind_2093,State Bank of India,upi,255.07,captured,,1,14
pay_northwind_2094,Indusind Bank Ltd.,netbanking,274.88,captured,,1,28
pay_northwind_2095,State Bank of India,card,571.14,captured,,23,17
pay_northwind_2096,HDFC Bank Ltd.,upi,727.4,captured,,3,1
pay_northwind_2097,State Bank of India,netbanking,20.02,captured,,22,6
pay_northwind_2098,Bank Of India,upi,301.87,captured,,2,7
pay_northwind_2099,State Bank of India,upi,415.96,captured,,2,19
pay_northwind_2100,Punjab National Bank,upi,1653.09,captured,,13,3
pay_northwind_2101,Bank of Baroda,upi,189.72,captured,,5,6
pay_northwind_2102,State Bank of India,upi,54.56,captured,,22,5
pay_northwind_2103,Kotak Mahindra Bank,upi,599.46,captured,,2,14
pay_northwind_2104,State Bank of India,upi,4690.88,captured,,19,25
pay_northwind_2105,Federal Bank Ltd.,upi,2130.12,captured,,2,6
pay_northwind_2106,ICICI Bank Ltd.,upi,3834.41,captured,,23,7
pay_northwind_2107,HDFC Bank Ltd.,upi,277.51,captured,,2,4
pay_northwind_2108,State Bank of India,upi,980.9,captured,,21,17
pay_northwind_2109,Bank of Baroda,upi,22151.66,failed,otp_expired,2,24
pay_northwind_2110,HDFC Bank Ltd.,upi,707.15,captured,,0,19
pay_northwind_2111,Union Bank of India,card,154.6,failed,credit_limit_exceeded,23,10
pay_northwind_2112,State Bank of India,upi,5.49,captured,,1,24
pay_northwind_2113,Kotak Mahindra Bank,upi,3419.21,captured,,5,11
pay_northwind_2114,Bank of Baroda,upi,12.03,captured,,3,25
pay_northwind_2115,Canara Bank,upi,110.05,captured,,2,19
pay_northwind_2116,Bank of Baroda,upi,4310.51,captured,,5,19
pay_northwind_2117,State Bank of India,netbanking,258.85,captured,,5,3
pay_northwind_2118,HDFC Bank Ltd.,upi,769.12,captured,,1,18
pay_northwind_2119,Airtel Payments Bank Limited,upi,42.73,captured,,1,1
pay_northwind_2120,Indian Bank,upi,1897.98,captured,,1,9
pay_northwind_2121,Bank Of India,card,162.39,failed,request_timed_out,23,25
pay_northwind_2122,State Bank of India,upi,383.87,captured,,5,15
pay_northwind_2123,State Bank of India,upi,352.17,captured,,20,16
pay_northwind_2124,Punjab National Bank,upi,709.55,captured,,4,10
pay_northwind_2125,State Bank of India,upi,444.96,failed,insufficient_funds,4,13
pay_northwind_2126,Union Bank of India,upi,955.1,captured,,3,3
pay_northwind_2127,Kotak Mahindra Bank,upi,634.97,captured,,5,25
pay_northwind_2128,HDFC Bank Ltd.,upi,96.13,failed,collect_request_pending,3,16
pay_northwind_2129,Federal Bank Ltd.,upi,963.61,captured,,1,17
pay_northwind_2130,Bank of Maharashtra,upi,112.43,captured,,5,20
pay_northwind_2131,Bank Of India,upi,647.2,failed,payment_pending_approval,23,4
pay_northwind_2132,Indian Overseas Bank,upi,74.86,captured,,5,16
pay_northwind_2133,Union Bank of India,card,860.63,captured,,19,14
pay_northwind_2134,State Bank of India,upi,327.3,captured,,16,4
pay_northwind_2135,State Bank of India,upi,918.2,captured,,4,28
pay_northwind_2136,Central Bank of India,upi,4589.53,captured,,4,27
pay_northwind_2137,Union Bank of India,upi,855.35,captured,,5,13
pay_northwind_2138,Punjab National Bank,upi,12.34,captured,,3,16
pay_northwind_2139,Airtel Payments Bank Limited,upi,712.83,failed,transaction_frequency_limit_exceeded,2,7
pay_northwind_2140,Canara Bank,upi,571.75,captured,,6,25
pay_northwind_2141,ICICI Bank Ltd.,upi,966.46,captured,,4,9
pay_northwind_2142,India Post Payments Bank Limited,upi,56.68,captured,,3,19
pay_northwind_2143,Axis Bank Ltd.,upi,419.86,captured,,2,13
pay_northwind_2144,State Bank of India,upi,195.69,captured,,1,28
pay_northwind_2145,Bank of Baroda,upi,222.78,failed,insufficient_funds,13,3
pay_northwind_2146,Kotak Mahindra Bank,upi,50.19,captured,,5,2
pay_northwind_2147,Indusind Bank Ltd.,upi,757.86,captured,,3,15
pay_northwind_2148,Axis Bank Ltd.,upi,120.79,captured,,0,3
pay_northwind_2149,Axis Bank Ltd.,upi,83.55,captured,,5,23
pay_northwind_2150,Canara Bank,upi,130.8,captured,,23,15
pay_northwind_2151,State Bank of India,upi,157.83,captured,,23,26
pay_northwind_2152,Airtel Payments Bank Limited,upi,820.61,captured,,0,1
pay_northwind_2153,State Bank of India,upi,4633.83,captured,,13,11
pay_northwind_2154,UCO Bank,card,3862.15,captured,,4,8
pay_northwind_2155,HDFC Bank Ltd.,upi,30.6,captured,,15,7
pay_northwind_2156,Bank Of India,upi,58.07,captured,,23,25
pay_northwind_2157,Union Bank of India,upi,4495.73,captured,,2,2
pay_northwind_2158,Union Bank of India,upi,876.45,captured,,16,27
pay_northwind_2159,State Bank of India,upi,525.29,captured,,12,8
pay_northwind_2160,Fino Payments Bank Ltd.,upi,26.94,captured,,20,3
pay_northwind_2161,State Bank of India,upi,405.67,captured,,23,2
pay_northwind_2162,Union Bank of India,upi,431.36,captured,,23,19
pay_northwind_2163,HDFC Bank Ltd.,card,2132.42,captured,,1,18
pay_northwind_2164,Bank of Baroda,upi,172.46,captured,,1,24
pay_northwind_2165,Punjab National Bank,upi,126.01,captured,,3,19
pay_northwind_2166,India Post Payments Bank Limited,upi,434.65,captured,,2,17
pay_northwind_2167,Kotak Mahindra Bank,upi,306.06,captured,,5,14
pay_northwind_2168,Airtel Payments Bank Limited,upi,91.06,captured,,4,20
pay_northwind_2169,Central Bank of India,upi,409.87,captured,,4,19
pay_northwind_2170,State Bank of India,upi,514.29,failed,payment_cancelled,5,6
pay_northwind_2171,Indian Overseas Bank,upi,823.47,failed,debit_declined,23,23
pay_northwind_2172,State Bank of India,upi,3223.61,captured,,14,26
pay_northwind_2173,State Bank of India,upi,106.26,captured,,2,13
pay_northwind_2174,Union Bank of India,card,287.34,captured,,17,26
pay_northwind_2175,State Bank of India,upi,2800.45,captured,,23,7
pay_northwind_2176,State Bank of India,upi,924.97,captured,,4,9
pay_northwind_2177,HDFC Bank Ltd.,upi,61.81,captured,,18,24
pay_northwind_2178,State Bank of India,card,136.5,captured,,4,13
pay_northwind_2179,State Bank of India,upi,76.1,captured,,5,24
pay_northwind_2180,HDFC Bank Ltd.,upi,255.16,captured,,1,10
pay_northwind_2181,India Post Payments Bank Limited,upi,152.82,captured,,1,2
pay_northwind_2182,State Bank of India,upi,760.5,captured,,14,19
pay_northwind_2183,Indian Bank,upi,30.34,captured,,2,6
pay_northwind_2184,Fino Payments Bank Ltd.,card,851.62,captured,,0,20
pay_northwind_2185,State Bank of India,upi,863.24,captured,,4,17
pay_northwind_2186,Central Bank of India,upi,932.41,captured,,17,11
pay_northwind_2187,State Bank of India,upi,313.61,failed,invalid_vpa,23,27
pay_northwind_2188,State Bank of India,upi,900.07,captured,,20,13
pay_northwind_2189,State Bank of India,card,501.23,captured,,3,1
pay_northwind_2190,State Bank of India,upi,947.68,captured,,23,19
pay_northwind_2191,Indian Bank,upi,632.75,captured,,1,17
pay_northwind_2192,State Bank of India,upi,86.51,captured,,4,16
pay_northwind_2193,HDFC Bank Ltd.,upi,470.5,failed,payment_declined,3,17
pay_northwind_2194,State Bank of India,upi,588.77,captured,,1,8
pay_northwind_2195,State Bank of India,upi,71.34,captured,,4,1
pay_northwind_2196,State Bank of India,upi,238.99,captured,,2,2
pay_northwind_2197,Canara Bank,upi,164.23,captured,,3,13
pay_northwind_2198,Canara Bank,upi,255.98,captured,,15,28
pay_northwind_2199,Bank Of India,card,332.61,captured,,2,10
pay_northwind_2200,Airtel Payments Bank Limited,upi,330.31,captured,,1,1
pay_northwind_2201,Airtel Payments Bank Limited,upi,161.8,captured,,23,6
pay_northwind_2202,Axis Bank Ltd.,upi,158.86,captured,,3,1
pay_northwind_2203,Bank Of India,upi,4156.61,captured,,12,19
pay_northwind_2204,Bank of Baroda,upi,394.22,failed,beneficiary_account_does_not_exist,5,19
pay_northwind_2205,Punjab National Bank,upi,3.78,captured,,0,5
pay_northwind_2206,Airtel Payments Bank Limited,upi,907.1,captured,,20,9
pay_northwind_2207,Indian Bank,upi,88.92,captured,,4,25
pay_northwind_2208,HDFC Bank Ltd.,upi,1682.11,captured,,23,14
pay_northwind_2209,Canara Bank,upi,616.67,captured,,5,2
pay_northwind_2210,Bank of Baroda,upi,105.17,captured,,2,4
pay_northwind_2211,HDFC Bank Ltd.,upi,603.54,captured,,1,4
pay_northwind_2212,Indian Bank,upi,117.38,captured,,1,23
pay_northwind_2213,Bank Of India,upi,782.23,captured,,3,25
pay_northwind_2214,Kotak Mahindra Bank,upi,112.44,captured,,2,16
pay_northwind_2215,Bank Of India,upi,141.21,failed,psp_not_available,23,8
pay_northwind_2216,State Bank of India,upi,45.27,captured,,1,9
pay_northwind_2217,Bank of Baroda,card,686.84,captured,,4,10
pay_northwind_2218,Kotak Mahindra Bank,upi,167.43,captured,,23,22
pay_northwind_2219,Punjab National Bank,upi,37.3,captured,,3,21
pay_northwind_2220,Kotak Mahindra Bank,upi,3494.36,captured,,2,10
pay_northwind_2221,HDFC Bank Ltd.,upi,4803.29,captured,,4,1
pay_northwind_2222,State Bank of India,upi,58.89,captured,,9,16
pay_northwind_2223,Canara Bank,upi,240.48,captured,,4,21
pay_northwind_2224,HDFC Bank Ltd.,upi,166.22,captured,,5,16
pay_northwind_2225,HDFC Bank Ltd.,upi,110.61,captured,,4,17
pay_northwind_2226,State Bank of India,upi,17734.99,captured,,4,14
pay_northwind_2227,State Bank of India,upi,721.24,captured,,4,17
pay_northwind_2228,HDFC Bank Ltd.,upi,726.74,captured,,5,13
pay_northwind_2229,Central Bank of India,upi,4094.42,captured,,2,7
pay_northwind_2230,Bank Of India,upi,391.91,captured,,10,11
pay_northwind_2231,ICICI Bank Ltd.,upi,802.55,captured,,1,14
pay_northwind_2232,Punjab National Bank,upi,10.05,captured,,4,23
pay_northwind_2233,State Bank of India,upi,279.38,captured,,23,5
pay_northwind_2234,Bank of Baroda,netbanking,611.67,captured,,2,28
pay_northwind_2235,Bank of Baroda,upi,651.89,captured,,4,24
pay_northwind_2236,Canara Bank,upi,101.93,captured,,0,12
pay_northwind_2237,India Post Payments Bank Limited,upi,49.43,captured,,3,9
pay_northwind_2238,Indusind Bank Ltd.,upi,138.39,captured,,1,16
pay_northwind_2239,Bank of Baroda,card,302.05,failed,debit_declined,5,28
pay_northwind_2240,State Bank of India,upi,190.98,captured,,2,15
pay_northwind_2241,Union Bank of India,upi,391.15,captured,,0,5
pay_northwind_2242,Axis Bank Ltd.,upi,188.99,captured,,4,16
pay_northwind_2243,Bank Of India,upi,400.05,captured,,20,13
pay_northwind_2244,Bank of Baroda,upi,789.59,captured,,3,9
pay_northwind_2245,Bank of Baroda,upi,284.62,captured,,4,20
pay_northwind_2246,Airtel Payments Bank Limited,upi,177.72,captured,,3,18
pay_northwind_2247,Bank of Baroda,upi,698.17,failed,payment_pending,4,26
pay_northwind_2248,State Bank of India,upi,68.7,captured,,3,2
pay_northwind_2249,Union Bank of India,upi,929.49,captured,,2,14
pay_northwind_2250,State Bank of India,upi,978.44,captured,,5,20
pay_northwind_2251,Fino Payments Bank Ltd.,upi,289.3,failed,incorrect_otp,5,20
pay_northwind_2252,Indian Overseas Bank,netbanking,197.13,captured,,13,8
pay_northwind_2253,Axis Bank Ltd.,upi,545.9,captured,,0,18
pay_northwind_2254,State Bank of India,upi,706.96,captured,,4,3
pay_northwind_2255,Punjab National Bank,card,18.89,captured,,19,26
pay_northwind_2256,State Bank of India,upi,752.59,failed,pin_not_set,3,4
pay_northwind_2257,India Post Payments Bank Limited,upi,179.0,failed,transaction_frequency_limit_exceeded,4,26
pay_northwind_2258,Kotak Mahindra Bank,card,2860.33,captured,,3,2
pay_northwind_2259,State Bank of India,upi,4537.24,captured,,23,22
pay_northwind_2260,Airtel Payments Bank Limited,upi,889.71,captured,,20,18
pay_northwind_2261,State Bank of India,upi,4453.05,captured,,13,2
pay_northwind_2262,Bank of Baroda,upi,4519.23,captured,,22,13
pay_northwind_2263,HDFC Bank Ltd.,upi,2963.99,captured,,0,7
pay_northwind_2264,State Bank of India,upi,125.11,captured,,3,12
pay_northwind_2265,State Bank of India,netbanking,37.18,captured,,3,1
pay_northwind_2266,Axis Bank Ltd.,card,567.89,captured,,8,2
pay_northwind_2267,Canara Bank,upi,4273.08,captured,,4,28
pay_northwind_2268,Axis Bank Ltd.,upi,1411.51,captured,,3,24
pay_northwind_2269,ICICI Bank Ltd.,upi,113.28,captured,,0,5
pay_northwind_2270,State Bank of India,upi,32.47,captured,,23,14
pay_northwind_2271,Bank Of India,upi,3376.01,captured,,4,16
pay_northwind_2272,Central Bank of India,upi,128.83,captured,,3,10
pay_northwind_2273,Axis Bank Ltd.,upi,31.01,captured,,2,20
pay_northwind_2274,Airtel Payments Bank Limited,upi,212.5,captured,,20,23
pay_northwind_2275,State Bank of India,upi,3585.18,failed,credit_limit_exceeded,4,14
pay_northwind_2276,Indusind Bank Ltd.,netbanking,192.58,captured,,2,28
pay_northwind_2277,State Bank of India,upi,584.8,failed,debit_declined,3,14
pay_northwind_2278,Bank of Maharashtra,upi,997.02,captured,,2,15
pay_northwind_2279,Kotak Mahindra Bank,upi,3040.69,captured,,1,26
pay_northwind_2280,State Bank of India,upi,30.79,captured,,15,16
pay_northwind_2281,Indusind Bank Ltd.,upi,70.01,captured,,23,20
pay_northwind_2282,Indian Bank,upi,4152.72,failed,otp_expired,23,7
pay_northwind_2283,State Bank of India,upi,115.55,captured,,2,9
pay_northwind_2284,Punjab National Bank,upi,842.58,captured,,0,5
pay_northwind_2285,State Bank of India,upi,352.95,captured,,16,23
pay_northwind_2286,Bank of Maharashtra,upi,118.87,captured,,5,8
pay_northwind_2287,State Bank of India,upi,584.9,captured,,13,20
pay_northwind_2288,Punjab National Bank,upi,295.05,captured,,4,9
pay_northwind_2289,Canara Bank,upi,995.98,captured,,0,4
pay_northwind_2290,State Bank of India,upi,599.77,captured,,0,1
pay_northwind_2291,Canara Bank,netbanking,725.09,captured,,5,25
pay_northwind_2292,State Bank of India,upi,51.17,captured,,3,24
pay_northwind_2293,Bank of Baroda,upi,2060.98,captured,,4,4
pay_northwind_2294,India Post Payments Bank Limited,netbanking,3020.55,captured,,22,19
pay_northwind_2295,Central Bank of India,upi,935.01,captured,,23,28
pay_northwind_2296,HDFC Bank Ltd.,upi,163.88,captured,,3,4
pay_northwind_2297,UCO Bank,upi,415.16,captured,,12,20
pay_northwind_2298,Punjab National Bank,upi,37.64,captured,,18,21
pay_northwind_2299,Axis Bank Ltd.,upi,10.57,captured,,1,9
pay_northwind_2300,State Bank of India,upi,868.76,captured,,2,23
pay_northwind_2301,State Bank of India,upi,904.29,captured,,4,27
pay_northwind_2302,Bank of Baroda,upi,403.75,captured,,23,4
pay_northwind_2303,Central Bank of India,upi,217.91,captured,,4,21
pay_northwind_2304,Axis Bank Ltd.,card,52.66,captured,,1,7
pay_northwind_2305,Punjab National Bank,upi,279.06,captured,,4,19
pay_northwind_2306,State Bank of India,upi,124.73,captured,,0,8
pay_northwind_2307,Indian Bank,upi,67.97,captured,,3,21
pay_northwind_2308,HDFC Bank Ltd.,upi,106.89,captured,,4,15
pay_northwind_2309,Federal Bank Ltd.,upi,77.02,captured,,3,26
pay_northwind_2310,State Bank of India,upi,917.87,captured,,19,2
pay_northwind_2311,HDFC Bank Ltd.,upi,534.43,captured,,3,26
pay_northwind_2312,ICICI Bank Ltd.,card,37.32,failed,transaction_daily_count_exceeded,23,9
pay_northwind_2313,Kotak Mahindra Bank,upi,188.37,captured,,3,22
pay_northwind_2314,Indian Overseas Bank,upi,271.12,failed,bank_not_available,0,17
pay_northwind_2315,Union Bank of India,upi,497.33,captured,,1,12
pay_northwind_2316,Bank of Maharashtra,upi,901.84,captured,,4,16
pay_northwind_2317,Indian Bank,upi,70.2,captured,,0,20
pay_northwind_2318,Indian Bank,upi,114.85,captured,,0,4
pay_northwind_2319,Central Bank of India,upi,646.86,failed,payment_session_expired,1,16
pay_northwind_2320,State Bank of India,upi,3013.38,failed,payment_pending_approval,0,17
pay_northwind_2321,Union Bank of India,upi,68.39,captured,,3,8
pay_northwind_2322,Kotak Mahindra Bank,upi,104.06,captured,,2,26
pay_northwind_2323,Kotak Mahindra Bank,upi,125.14,captured,,12,8
pay_northwind_2324,Canara Bank,upi,267.12,captured,,3,28
pay_northwind_2325,Bank Of India,upi,308.81,captured,,13,28
pay_northwind_2326,Union Bank of India,card,405.02,captured,,23,18
pay_northwind_2327,Bank Of India,upi,193.42,captured,,3,28
pay_northwind_2328,Union Bank of India,upi,412.56,captured,,5,1
pay_northwind_2329,Bank of Baroda,upi,542.36,captured,,4,14
pay_northwind_2330,HDFC Bank Ltd.,card,3706.63,captured,,23,25
pay_northwind_2331,State Bank of India,upi,51.14,captured,,4,2
pay_northwind_2332,State Bank of India,upi,615.81,captured,,21,20
pay_northwind_2333,Canara Bank,upi,11.27,failed,payment_cancelled,0,19
pay_northwind_2334,HDFC Bank Ltd.,upi,181.6,failed,transaction_frequency_limit_exceeded,0,14
pay_northwind_2335,State Bank of India,upi,126.93,captured,,10,1
pay_northwind_2336,State Bank of India,upi,827.05,failed,collect_request_pending,3,7
pay_northwind_2337,State Bank of India,upi,117.71,failed,invalid_device,16,13
pay_northwind_2338,Canara Bank,card,362.86,captured,,22,27
